OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Estimated Time of Arrival Message,Quarantine - Pratique,Quarantine - Sanitation,Quarantine - Other,Traffic Separation Scheme,Vessel Traffic Service,First Port of Entry,US Representative,Pilotage - Compulsory,Pilotage - Available,Pilotage - Local Assistance,Pilotage - Advisable,Tugs - Salvage,Tugs - Assistance,Communications - Telephone,Communications - Telefax,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,Search and Rescue,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Med Mooring,Facilities - Beach Mooring,Facilities - Ice Mooring,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Facilities - Other,Medical Facilities,Garbage Disposal,Chemical Holding Tank Disposal,Degaussing,Dirty Ballast Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes Container,Lifts - 100+ Tons,Lifts - 50-100 Tons,Lifts - 25-49 Tons,Lifts - 0-24 Tons,Services - Longshoremen,Services - Electricity,Services -Steam,Services - Navigation Equipment,Services - Electrical Repair,Services - Ice Breaking,Services -Diving,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Supplies - Aviation Fuel,Supplies - Deck,Supplies - Engine,Repairs,Dry Dock,Railway,Latitude,Longitude
3666,54520,Australia -- 53290,Fremantle, ,AU FRE,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74582, , ,"a0454520, coa04k, gen04a, h0454520",1,0,12.5,14,12.5,9.4,0,350,48.4,12.9,0,0,0,Large,Coastal (Breakwater),Cargo,Good,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,X,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Medium,Medium,-32.05,115.750000000000000
3667,54540,Australia -- 53290,Geraldton, ,AU GET,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74545, , ,"a0454540, coa04k, gen04a",1,0,14,11,12.5,9.4,0,294,43,12,0,0,0,Very Small,Coastal (Breakwater),Cargo,Good,Yes,Yes,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,X,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,No,No,Limited,Unknown,Small,-28.783333,114.599999999999994
3668,54605,Australia -- 53290,Dampier, ,AU DAM,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74020, , ,"a0454600, coa04j, gen04b, h0454605",4.4,0,11,23.2,18.6,6.4,0,340,58,19.5,0,0,0,Medium,Coastal (Breakwater),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,X,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,No,Yes,No,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Unknown,Unknown,-20.633333,116.716667000000001
3669,54470,Australia -- 53290,Albany,Princess Royal Harbor,AU ALH,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,75051, , ,"a0454470, coa04l, gen04a, h0454470",1,0,11,9.4,11,9.4,0,294,37,11.7,0,0,0,Small,Coastal (Natural),Unknown,Excellent,Yes,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,X,Yes,Yes,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Limited,Unknown,Medium,-35.033333,117.883332999999993
3670,54555,Australia -- 53290,Useless Loop, ,AU USL,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74535, , ,"coa04k, gen04b",2,0,9.4,12.5,9.4,0,0,186,31.6,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,No,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,X,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,Unknown,Unknown,Unknown,None,Unknown,Unknown,-26.083333,113.400000000000006
3671,54580,Australia -- 53290,Onslow, ,AU ONS,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view, , , ,"coa04j, gen04b, h0454580",4,0,1.8,6.4,6.4,0,0,199,32,11.8,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,X,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-21.65,115.099999999999994
3672,54620,Australia -- 53290,Port Hedland, ,AU PHE,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view, , , ,"a0454620, coa04j, gen04b, h0454620",6,0,14,4.9,17.1,9.4,0,340,60,11.8,0,0,0,Small,River (Natural),Unknown,Excellent,Yes,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,X,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Major,Unknown,Small,-20.316667,118.583332999999996
3673,54500,Australia -- 53290,Bunbury, ,AU BUY,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74592, , ,"a0454500, coa04l, gen04a, h0454500",1,0,12.5,14,11,0,0,270,37.2,11.6,0,0,0,Small,Coastal (Breakwater),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,X,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Limited,Unknown,Small,-33.316667,115.633332999999993
3674,54350,Australia -- 53290,Port Lincoln, ,AU PLO,Australia,Spencer Gulf; Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,75130, , ,"coa05a, gen05c",1,0,14,21.6,14,7.9,0,330,38.4,14.6,0,0,0,Medium,Coastal (Breakwater),Unknown,Excellent,No,No,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,X,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Small,-34.716667,135.849999999999994
3675,54280,Australia -- 53290,Wallaroo, ,AU WAL,Australia,Spencer Gulf; Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view, , , ,"coa05a, gen05c",1,0,7.9,7.9,9.4,0,0,229.1,32.2,0,0,0,0,Very Small,Open Roadstead,Unknown,Fair,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,X,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Limited,Unknown,Small,-33.933333,137.616667000000007
3676,54050,Australia -- 53290,Geelong, ,AU GEX,Australia,Bass Strait; South Pacific Ocean, ,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub127bk.pdf&type=view,75176, , ,"a0554030, gen05b, h0554050",1,200,12.3,7,9.1,12.3,0,265,46,11.9,0,0,0,Medium,Coastal (Natural),Cargo,Excellent,Yes,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,X,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Small,Medium,-38.15,144.366667000000007
3677,15410,Panama West Coast -- 15380,Balboa, ,PA BLB,Panama,Gulf of Panama; North Pacific Ocean, ,Sailing Directions Pub. 153 (Enroute) - West Coasts of Mexico and Central America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub153bk.pdf&type=view,21603, , ,"coa14e, gen14b, h1415410",5,182.9,12.5,11,15.5,9.4,0,0,0,0,0,0,0,Medium,Canal or Lake,Unknown,Good,No,No,No,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,No,Unknown,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Medium,8.949999999999999,-79.566667
3678,15370,Colombia West Coast -- 15350,Buenaventura, ,CO BUN,Colombia,North Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22052, , ,"a1415370, h1415370",4,0,7.9,4.9,9.4,7.9,0,368.5,0,13.9,0,0,0,Small,Coastal (Natural),Unknown,Fair,Yes,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Major,Unknown,Small,3.883333000000000,-77.066667
3679,15330,Ecuador -- 15240,Esmeraldas, ,EC ESM,Ecuador,North Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22084, , ,"a0715330, coa07j, gen07c, h0715330",2.9,0,9.4,11,11,4.9,0,230,0,0,0,0,0,Very Small,River (Natural),Unknown,Fair,Yes,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,XII,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,No,No,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,1.000000000000000,-79.65
3680,15270,Ecuador -- 15240,Guayaquil, ,EC GYE,Ecuador,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22114, , ,"coa07j, gen07c, h0715270",4,0,9.4,9.4,9.4,9.4,0,212.5,51,9.7,0,0,0,Small,River (Natural),Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Limited,Small,Medium,-2.2,-79.883333
3681,14940,Peru -- 14830,Conchan Oil Terminal, ,PE CON,Peru,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22173, , ,"a0714950, coa07e, gen07c",1,0,0,0,0,17.1,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,XVI,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Limited,Unknown,Unknown,-12.166667,-77
3682,11960,Venezuela -- 11950,Maracaibo, ,VE MAR,Venezuela,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,24484, , ,"a1411960, gen14a, h1411960",0,0,9.4,23.2,9.4,0,0,199.9,32.3,10.4,0,0,0,Medium,Open Roadstead,Unknown,Excellent,Yes,Yes,No,Yes,No,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,IV,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,No,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,No,No,Limited,Medium,Large,10.633333000000000,-71.6
3683,11900,Colombia North Coast -- 11860,Covenas,Covenas Offshore Tanker Terminal,CO CVE,Colombia,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,24513, , ,"a1411900, coa14c, gen14a, h1411900",1,0,23.2,23.2,7.9,17.1,0,0,0,0,340,0,22,Small,Open Roadstead,Unknown,Fair,No,No,No,Yes,No,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,No,No,Limited,Unknown,Unknown,9.416667000000000,-75.683333
3684,11230,Puerto Rico -- 11080,Arroyo, ,PR ARR,Puerto Rico,Caribbean Sea; North Atlantic Ocean, ,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp5/CPB5_WEB.pdf,25677, , ,"a1411260, coa14h, gen14a, h1411230",0.3,0,7.9,6.4,1.8,0,0,0,0,0,0,0,0,Small,Open Roadstead,Unknown,Poor,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Limited,Unknown,Unknown,17.966667000000001,-66.066667
3685,10100,Cuba North Coast -- 10030,Bahai De La Habana,Havana,CU HAV,Cuba,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,27085, , ,"a1510100, coa15d, gen15, h1510100",0.4,0,12.5,9.4,9.4,11,0,268.3,36,10,0,0,0,Large,Coastal (Breakwater),Unknown,Excellent,No,No,No,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,IV,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Medium,Medium,23.133333000000000,-82.366667
3686,10090,Cuba North Coast -- 10030,Mariel,Boca Del Mariel,CU MAR,Cuba,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,27083, , ,"a1510100, coa15d, gen15, h1510110",0.6,0,9.4,10,7.9,7.9,0,211.9,32.2,8.5,0,0,0,Small,Coastal (Breakwater),Unknown,Excellent,No,No,No,Yes,No,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,IV,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,No,No,None,Unknown,Medium,22.983332999999998,-82.75
3687,10080,Cuba North Coast -- 10030,Cabanas, ,CU CAB,Cuba,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,27105, , ,"a1510100, coa15d, gen15, h1510071",0.4,0,6.4,6,6.4,0,0,0,0,0,0,0,0,Medium,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Yes,Unknown,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,IV,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,Unknown,No,No,None,Unknown,Unknown,23.000000000000000,-82.966667
3688,14955,Peru -- 14830,La Pampilla Oil Terminal, ,PE LPP,Peru,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22173, , ,"a0714950, coa07e, gen07c, h0714950",1,0,0,18.6,11,17.1,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,XVI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-11.933333,-77.133333
